eic;segment_id;start_time;end_time;num_records;duration_hours;duration_days;num_training_examples
24ZVS0000709319W;66;2024-10-21 12:20:00+00:00;2024-10-31 08:30:00+00:00;1418;236.16666666666666;9.840277777777777;2
24ZVS00007218703;0;2022-07-19 22:10:00+00:00;2022-08-19 23:50:00+00:00;4475;745.6666666666666;31.069444444444443;24
24ZVS0000722232U;0;2024-05-11 22:10:00+00:00;2024-06-11 23:50:00+00:00;4475;745.6666666666666;31.069444444444443;24
24ZVS0000722232U;3;2024-06-25 00:00:00+00:00;2024-08-10 07:20:00+00:00;6669;1111.3333333333333;46.30555555555555;39
24ZVS0000722232U;4;2024-09-03 03:40:00+00:00;2024-12-22 15:00:00+00:00;15891;2651.3333333333335;110.47222222222223;103
24ZVS0000743411D;1;2023-02-21 00:00:00+00:00;2023-08-19 22:00:00+00:00;25909;4318.0;179.91666666666666;172
24ZVS0000755803H;108;2023-03-08 00:00:00+00:00;2023-06-15 10:50:00+00:00;14321;2386.8333333333335;99.4513888888889;92
24ZVS0000755803H;109;2023-06-15 11:20:00+00:00;2023-07-17 14:10:00+00:00;4619;770.8333333333334;32.11805555555556;25
24ZVS0000755803H;113;2023-07-24 07:10:00+00:00;2023-08-17 15:30:00+00:00;3500;584.3333333333334;24.347222222222225;17
24ZVS0000755803H;116;2023-08-28 15:50:00+00:00;2023-09-06 22:00:00+00:00;1331;222.16666666666666;9.256944444444445;2
24ZVS0000759729K;0;2025-08-05 22:10:00+00:00;2025-09-05 23:50:00+00:00;4475;745.6666666666666;31.069444444444443;24
24ZVS0000759729K;3;2025-09-13 00:00:00+00:00;2026-03-11 23:00:00+00:00;25915;4319.0;179.95833333333334;172
24ZVS00007735655;1412;2023-02-15 00:00:00+00:00;2023-02-23 06:30:00+00:00;1191;198.5;8.270833333333334;1
24ZVS00007735655;1447;2023-03-15 12:40:00+00:00;2023-03-24 06:30:00+00:00;1259;209.83333333333334;8.743055555555555;1
24ZVS00007735655;1468;2023-04-06 11:40:00+00:00;2023-04-20 06:00:00+00:00;1982;330.3333333333333;13.763888888888888;6
24ZVS0000780814J;0;2022-02-15 23:10:00+00:00;2022-03-15 23:50:00+00:00;4037;672.6666666666666;28.027777777777775;21
24ZVS0000780814J;73;2023-06-01 14:20:00+00:00;2023-06-14 08:10:00+00:00;1813;305.8333333333333;12.743055555555555;5
24ZVS0000780814J;87;2023-06-29 12:10:00+00:00;2023-07-21 08:40:00+00:00;3110;524.5;21.854166666666668;14
24ZVS0000788093Q;3;2023-02-10 00:00:00+00:00;2023-03-07 10:10:00+00:00;3662;610.1666666666666;25.42361111111111;18
24ZVS0000788093Q;4;2023-03-07 12:00:00+00:00;2023-08-02 23:30:00+00:00;21375;3563.5;148.47916666666666;141
24ZVS0000789985L;282;2024-10-08 00:00:00+00:00;2024-11-06 05:50:00+00:00;4212;701.8333333333334;29.243055555555557;22
24ZVS00007904791;2726;2023-04-06 18:20:00+00:00;2023-04-17 06:30:00+00:00;1512;252.16666666666666;10.506944444444445;3
24ZVS00007904791;2728;2023-04-18 05:10:00+00:00;2023-05-18 05:10:00+00:00;4321;720.0;30.0;23
24ZVS00007904791;2729;2023-05-18 06:00:00+00:00;2023-09-06 22:00:00+00:00;16080;2680.0;111.66666666666667;104
24ZVS0000794724V;501;2023-03-23 07:50:00+00:00;2023-05-23 07:30:00+00:00;8782;1463.6666666666667;60.986111111111114;53
24ZVS0000794724V;502;2023-05-23 10:00:00+00:00;2023-09-21 22:00:00+00:00;17487;2916.0;121.5;114
24ZVS00008371033;1;2024-01-26 00:00:00+00:00;2024-04-24 14:50:00+00:00;12905;2150.8333333333335;89.61805555555556;82
24ZVS00008371033;2;2024-05-17 08:10:00+00:00;2024-07-24 22:00:00+00:00;9876;1645.8333333333333;68.57638888888889;61
